Gene_A	Gene_B	correlation
AT1G77750	AT3G02080	0.8149767260157527
AT1G12270	AT1G62740	0.8149635336229568
AT1G03310	AT2G39930	0.8149343060025105
AT1G16280	AT3G49990	0.8149328373169117
AT1G13160	AT4G25730	0.8149237036759783
AT1G77940	AT3G52580	0.8149127891184063
AT1G49810	AT3G56160	0.8148814161466017
AT1G02870	AT1G13160	0.8148566264118451
AT1G72440	AT3G10530	0.8148544921484279
AT1G32310	AT2G18290	0.8148218819282537
AT1G60000	AT2G48070	0.814808596543919
AT1G60850	AT3G25940	0.8147911373888933
AT1G09070	AT4G34150	0.8147900623876123
AT1G16350	AT1G55350	0.814787127538697
AT1G10730	AT3G48890	0.814782347669398
AT1G71500	AT5G23120	0.8147693498132944
AT1G63810	AT4G22380	0.8147595791913116
AT1G75690	AT4G01050	0.8147479186068692
AT1G32470	AT3G13120	0.814739332347556
AT1G54410	AT4G39130	0.8147270194175004
AT1G77030	AT5G38720	0.8147122178552688
AT1G24510	AT3G46560	0.8147084488061573
AT1G15420	AT2G21440	0.81468230047282
AT1G71850	AT4G02930	0.8146807106981055
AT1G04810	AT4G04180	0.8146516679241897
AT1G09575	AT4G32060	0.8146367022430259
AT1G11680	AT2G07050	0.8146295922158725
AT1G16720	AT4G35250	0.814627935393555
AT1G51510	AT2G29580	0.8145888472316926
AT1G49400	AT2G33370	0.8145860931286992
AT1G22700	AT4G01310	0.8145597962663037
AT1G32990	AT5G35530	0.8145551772848728
AT1G16870	AT5G09770	0.8145539783840816
AT1G51510	AT2G13540	0.8145402294835792
AT1G31660	AT3G01540	0.8145344591108181
AT1G69070	AT1G77030	0.8145152084431346
AT1G62560	AT3G19710	0.8145135050106027
AT1G17220	AT2G24060	0.8144219816740874
AT1G68590	AT4G28660	0.8144165708452638
AT1G03600	AT5G46110	0.8144115817058388
AT1G25260	AT5G65900	0.8144024181150422
AT1G12650	AT2G19385	0.8143978694529338
AT1G03680	AT5G07020	0.814365764955806
AT1G49980	AT5G61000	0.8143643198334175
AT1G16470	AT4G10090	0.8143416200416941
AT1G24510	AT4G22380	0.8143178417957283
AT1G15420	AT5G54910	0.8143102067277656
AT1G33390	AT5G48240	0.8142912778747061
AT1G64510	AT3G63490	0.8142847302660917
AT1G19150	AT1G32470	0.8142783445366566
AT1G36310	AT5G60990	0.8142657882419004
AT1G50900	AT4G09650	0.8142499549832377
AT1G50920	AT4G26600	0.8142467451721457
AT1G52260	AT3G63080	0.8142193718671398
AT1G73230	AT2G34480	0.8141887485641695
AT1G65590	AT1G72990	0.8141808337405501
AT1G13700	AT2G16790	0.814174342903306
AT1G31970	AT3G10530	0.8141707295809073
AT1G02780	AT1G27400	0.8141665944883226
AT1G02840	AT5G12190	0.8141438877100116
AT1G24100	AT4G13770	0.8141192755938814
AT1G49400	AT3G56340	0.8140728170327985
AT1G14320	AT2G19730	0.8140697654867294
AT1G74970	AT3G44890	0.8140152406948197
AT1G54520	AT2G31040	0.814008001988786
AT1G07890	AT4G35090	0.8139939149669957
AT1G48050	AT1G79210	0.8139728903181292
AT1G13160	AT2G19540	0.8139609741006678
AT1G64010	AT2G19860	0.8139241126980131
AT1G47210	AT5G64920	0.813885581200754
AT1G15440	AT5G14600	0.8138780998542495
AT1G22780	AT1G31817	0.8138442093261141
AT1G60490	AT3G48610	0.8137955866451432
AT1G64550	AT3G57940	0.8137951209819361
AT3G62980	AT5G42190	0.8137927494183046
AT1G28060	AT3G18790	0.813784945871408
AT1G18150	AT1G53510	0.8137725182568599
AT1G04520	AT1G70760	0.8137509120009583
AT1G54340	AT1G69740	0.8137417527321542
AT1G08520	AT1G50900	0.8137373722080601
AT1G31870	AT4G37120	0.8137256251873924
AT1G60780	AT3G48890	0.8137241536359789
AT1G01100	AT1G69410	0.8136895279088419
AT1G78050	AT2G42520	0.8136678162698426
AT1G31970	AT3G22660	0.8136625742265797
AT1G51380	AT5G12190	0.8136531779967667
AT1G15420	AT5G08600	0.8136460607876498
AT1G06380	AT1G77030	0.8136390013830859
AT1G49540	AT1G63810	0.8136164783064956
AT4G25630	AT4G29510	0.8135921379784042
AT1G65700	AT2G47640	0.813566894038126
AT1G19150	AT4G09650	0.813554270539127
AT2G03220	AT2G20370	0.8135360732767798
AT1G61580	AT3G18190	0.8135197570906383
AT1G31870	AT3G11960	0.8135000304830097
AT1G69070	AT5G43720	0.813496153393981
AT1G63810	AT2G47420	0.8134941052923124
AT1G07320	AT4G01310	0.8134880130446186
AT1G18150	AT3G54850	0.813467978500255
AT1G12900	AT5G17170	0.8134268558091428
AT1G50920	AT5G62190	0.8134193895489242
AT1G48030	AT4G04640	0.8133789746686981
AT1G75820	AT5G65700	0.8133714466017254
AT1G32470	AT1G48030	0.8133684279305045
AT1G16350	AT5G08370	0.8133665926779572
AT1G15570	AT4G22910	0.81335157321972
AT1G10490	AT1G72440	0.8133434680521974
AT1G36980	AT3G11530	0.8132942887689473
AT1G49980	AT4G38740	0.8132905806144763
AT1G07890	AT3G52880	0.8132865318122007
AT1G29940	AT5G63630	0.8132622322348252
AT1G62320	AT5G14940	0.8132438856761197
AT1G35680	AT5G14320	0.8132260707319748
AT1G03330	AT2G04630	0.813206509053046
AT1G72320	AT2G19540	0.8132016603620311
AT1G31970	AT3G23620	0.8131699750162287
AT1G65470	AT3G12530	0.8131284657774802
AT1G56450	AT2G21470	0.8131261028864565
AT1G48350	AT4G29060	0.8131112091850933
AT1G16740	AT5G48760	0.8131097029843855
AT1G07360	AT1G20960	0.8130809114893919
AT1G72440	AT4G25630	0.8130543501849349
AT1G54770	AT3G16810	0.8130436057096728
AT1G04480	AT3G09200	0.8130397774993643
AT1G28060	AT3G28870	0.8130087770683374
AT1G64880	AT5G47930	0.8129875570871121
AT1G63780	AT4G11060	0.8129809831362719
AT1G02830	AT5G35680	0.8129652964513806
AT1G75950	AT4G31160	0.8129577240934064
AT1G56190	AT2G27680	0.812947555892825
AT1G07350	AT2G47580	0.8128962878297693
AT1G11240	AT1G25260	0.8128843188663339
AT1G54770	AT1G77030	0.8128799412508276
AT1G51380	AT5G28740	0.8128731014293661
AT1G33970	AT3G53400	0.8127997094469516
AT1G10430	AT4G08960	0.8127915607080772
AT1G31660	AT1G50920	0.8127912221055473
AT1G67300	AT5G11570	0.8127282642506176
AT1G03530	AT1G50920	0.8127007742434237
AT1G15440	AT5G15810	0.8126973029906697
AT1G02870	AT3G02220	0.812680313767235
AT1G49880	AT3G26890	0.812670518902157
AT1G18880	AT4G34240	0.8126268135451439
AT1G26910	AT2G27530	0.812605152286881
AT1G64600	AT2G13540	0.8126039432036761
AT1G16280	AT2G26200	0.8125891141785246
AT1G23710	AT1G76600	0.8125858969867176
AT1G68530	AT5G57800	0.8125772401182915
AT1G18040	AT1G66750	0.8125485316177827
AT1G01940	AT2G16600	0.8125353924551362
AT1G15440	AT1G61580	0.8125157829270181
AT1G22780	AT5G02610	0.8124942197661411
AT1G50920	AT1G80750	0.8124817494120375
AT1G69070	AT5G04600	0.8124782394248853
AT1G70580	AT1G79870	0.8124536648295028
AT1G53645	AT4G02930	0.812441597785258
AT1G24310	AT3G63130	0.8124178974060319
AT1G15420	AT2G45730	0.8124121471986944
AT1G16280	AT5G14050	0.81240097866874
AT3G16500	AT3G28730	0.8123639443568555
AT1G77840	AT5G05470	0.8123504945155386
AT1G22270	AT5G08180	0.8123214231990629
AT1G56110	AT5G22650	0.8122938914838193
AT1G14400	AT3G08690	0.8122566527642201
AT1G51510	AT4G34870	0.812249819806326
AT1G22780	AT2G43460	0.8122403325006445
AT1G01940	AT5G42820	0.8122246354466712
AT1G15440	AT1G15480	0.8122224116147555
AT1G15420	AT5G27990	0.8122140857647303
AT1G07320	AT5G17870	0.8122079641735944
AT1G69070	AT5G52470	0.8122067921167052
AT1G13160	AT3G11964	0.8121814328116669
AT1G67840	AT1G68830	0.8121714175529567
AT1G31970	AT4G28200	0.8121694776029929
AT1G51380	AT5G63120	0.8121677703784542
AT1G29500	AT1G29510	0.8121595239066227
AT1G02830	AT1G80750	0.8121408406781974
AT1G16970	AT3G59920	0.8121339604180784
AT1G08560	AT1G20930	0.8121114396990997
AT1G03530	AT2G19540	0.8120750388609491
AT1G45050	AT4G12570	0.8120737272446673
AT1G75510	AT3G18165	0.8120638052322497
AT1G77750	AT4G00100	0.8120535255363724
AT1G52220	AT5G17170	0.8120382656038923
AT1G02870	AT3G51270	0.8120304383927807
AT1G17690	AT5G61770	0.8120235939361159
AT1G22270	AT4G04670	0.8120186159418066
AT1G48030	AT2G26080	0.8120097310965959
AT1G15420	AT3G46210	0.8120045396192632
AT1G18540	AT4G00100	0.8120023697943421
AT1G56110	AT2G40430	0.8119406030567669
AT4G02770	AT4G11960	0.8119403350307458
AT1G15980	AT5G43750	0.8119361443941246
AT1G23280	AT3G55280	0.8119220878437284
AT1G56410	AT5G08570	0.8118983122633202
AT1G18080	AT2G37600	0.8118973219224117
AT1G31330	AT5G64040	0.8118734722435094
AT1G51380	AT5G08600	0.8118534468482592
AT1G12650	AT1G43860	0.8118325767756535
AT1G50920	AT4G01560	0.8117874733613069
AT1G63780	AT5G65900	0.8117828204458402
AT1G56410	AT5G09390	0.8117645008586439
AT1G32470	AT1G56190	0.8117554889730647
AT1G20340	AT4G25050	0.8117333774258313
AT1G32550	AT3G55330	0.8117333698359095
AT1G08180	AT3G10525	0.8116301613762305
AT1G22740	AT3G09910	0.8116145208100657
AT1G64550	AT3G57660	0.8115939285950114
AT1G10490	AT2G17250	0.8115712331674347
AT1G33390	AT5G14520	0.8115630029419628
AT1G36310	AT1G76170	0.8115537017545438
AT1G51110	AT1G65230	0.8115353787513603
AT1G05190	AT1G62750	0.8115294730044711
AT1G67430	AT1G72370	0.8114955792973763
AT1G72730	AT5G35680	0.8114699114525379
AT1G69440	AT3G57080	0.8114565931260761
AT1G48630	AT5G09510	0.8114197334550385
AT1G08130	AT2G07690	0.8113200275217158
AT2G32720	AT4G35450	0.8113056117873815
AT1G03360	AT3G16810	0.8113027845757882
AT1G72440	AT3G60360	0.8112982585972383
AT1G72440	AT3G01160	0.8112955571532607
AT1G66740	AT5G58230	0.8112891482299669
AT1G78630	AT3G23700	0.8112839608129111
AT1G35720	AT5G04170	0.8112796784975279
AT1G06720	AT3G60360	0.8112732455455886
AT1G75510	AT4G20330	0.8112659204726831
AT1G31817	AT4G09800	0.8112594386225763
AT1G13560	AT1G15080	0.8112264292036465
AT1G03360	AT4G02400	0.8112024395062977
AT1G36730	AT3G02560	0.8111949149579845
AT2G16070	AT5G53280	0.8111814662453337
AT1G26130	AT1G47710	0.8111594862826669
AT1G67320	AT3G24320	0.8111428267502612
AT1G22270	AT2G29540	0.8111391792658698
AT1G09340	AT5G38520	0.8111227600533588
AT1G15420	AT1G63810	0.8111109174861095
AT1G32470	AT3G01480	0.8110990837986961
AT1G77030	AT3G10530	0.8110914553002727
AT1G32470	AT2G21280	0.8110855045379776
AT1G77750	AT2G33450	0.8110772772590661
AT1G14980	AT1G30070	0.8110746836364334
AT1G52980	AT1G80750	0.8110485825013025
AT1G26370	AT5G16750	0.8110370041882055
AT1G31660	AT4G40000	0.811023655377605
AT1G21160	AT3G59540	0.8109756564584404
AT1G27680	AT5G20280	0.8109684733859288
AT1G26370	AT4G16630	0.8109674015497638
AT3G17000	AT4G29330	0.8109570450489374
AT1G09760	AT3G52120	0.8109095364831077
AT1G25260	AT4G21130	0.8109075234347922
AT1G25490	AT4G15415	0.8109054338369893
AT1G52930	AT4G27010	0.8109033894790614
AT1G66160	AT3G59080	0.8108991603926398
AT1G01940	AT4G34870	0.8108964203573235
AT1G77030	AT2G21440	0.8108844694265718
AT1G55480	AT4G37930	0.8108841943582158
AT1G65700	AT2G29540	0.8108421813652629
AT1G69070	AT2G19380	0.8108248648011407
AT1G14200	AT5G25350	0.8108151429076412
AT1G08380	AT3G59400	0.8107917905133617
AT1G03000	AT3G07560	0.810760089069812
AT1G65040	AT5G35080	0.8107200751179398
AT1G51380	AT3G53500	0.8106964211237976
AT1G02090	AT3G57290	0.8106761354186193
AT1G10580	AT1G51380	0.8106600386558644
AT1G48920	AT1G63810	0.8106421608216436
AT1G77030	AT3G55620	0.8106383500796782
AT1G21640	AT1G55090	0.8106283503226124
AT1G17220	AT2G38780	0.8106280945158063
AT1G16470	AT1G29850	0.8106260069841825
AT1G20340	AT5G66570	0.8105630034727159
AT1G20960	AT3G22320	0.8105564835405431
AT1G25490	AT3G12280	0.810550719611124
AT1G32060	AT4G09650	0.8105421322734688
AT1G07890	AT5G21100	0.8105314006779588
AT1G52230	AT5G54270	0.8105290295551933
AT1G52220	AT1G74470	0.8105187871216533
AT1G14460	AT2G42120	0.8105111711737273
AT1G24510	AT3G60245	0.810498200748274
AT1G08270	AT5G63880	0.8104917403057782
AT1G50920	AT4G02400	0.8104838859428636
AT1G32060	AT1G52220	0.8104775417739916
AT1G10230	AT2G39720	0.8104531040307822
AT1G10490	AT5G61770	0.8103943234271641
AT1G08520	AT3G59400	0.8103883246796904
AT1G02150	AT4G01690	0.8103846103703309
AT1G63290	AT3G01850	0.8103792145861263
AT1G44575	AT5G46110	0.8103776694696492
AT1G32780	AT2G41530	0.8103766062631947
AT1G18640	AT5G14800	0.8103442774968619
AT1G29940	AT5G60990	0.8103347716453616
AT1G07360	AT2G44200	0.810317884205829
AT1G55020	AT5G01650	0.8103035437540242
AT4G26080	AT5G59220	0.8103004868111786
AT1G77000	AT4G12570	0.8102885093485008
AT1G67430	AT3G12390	0.8102429912393544
AT1G76100	AT3G47470	0.8101891403489012
AT1G52220	AT3G26650	0.8101862383604221
AT1G12000	AT4G26520	0.8101779203124216
AT1G76570	AT5G19940	0.8101710918912906
AT1G12650	AT5G04600	0.8101692536542325
AT1G04480	AT3G60770	0.8101570379550844
AT1G68590	AT3G56910	0.8101371897958919
AT1G48920	AT4G21130	0.8100976729639323
AT1G72440	AT5G64420	0.810076120856769
AT1G55350	AT2G15680	0.8100690007662726
AT1G15420	AT1G63980	0.810065663378399
AT1G34030	AT3G53890	0.8100463546652652
AT1G63660	AT2G40360	0.81002648828764
AT1G54780	AT3G61870	0.8100135802499855
AT1G16030	AT5G52640	0.8099958911119478
AT1G31660	AT3G26560	0.8099749086444903
AT1G44575	AT3G47470	0.8099576572120897
AT1G63810	AT5G08180	0.8099453618969307
AT1G17690	AT5G27990	0.8099393767355046
AT1G03360	AT3G21300	0.8099162570084394
AT1G14650	AT3G07590	0.8099156517447662
AT1G63780	AT3G11964	0.809908373341502
AT1G67740	AT3G50820	0.8098811065164291
AT1G45050	AT5G06460	0.8098579796633087
AT1G32990	AT5G13510	0.8098546829539026
AT1G65700	AT2G32600	0.8098514292966288
AT1G52930	AT5G67630	0.8098485260601269
AT1G05055	AT5G57980	0.8098458309848127
AT1G55920	AT2G17265	0.8098326805872168
AT1G54770	AT3G11964	0.809829456847902
AT1G65290	AT5G11770	0.8098142274744636
AT1G75670	AT4G15770	0.8098104125337453
AT1G77440	AT3G22110	0.8097783229577528
AT1G07320	AT2G43030	0.8097701745307277
AT1G28060	AT3G11960	0.8097472717379464
AT1G09340	AT3G26650	0.8097420471351728
AT1G13160	AT3G21300	0.8097138180317697
AT1G05190	AT3G56910	0.8097120052922052
AT1G50920	AT3G12670	0.809709527162411
AT1G15020	AT5G53940	0.809703119147425
AT1G60620	AT1G75670	0.8096932061576916
AT1G06720	AT1G31970	0.8096323980136587
AT1G74730	AT4G09650	0.8096167018061987
AT3G62980	AT5G49980	0.8096147443113987
AT1G61580	AT5G20600	0.8096104264104459
AT1G10490	AT2G40430	0.8096101802152551
AT1G05190	AT3G26060	0.809592907917468
AT1G29940	AT4G15770	0.8095763258935843
AT1G31930	AT5G58670	0.80957472352517
AT1G35530	AT5G50930	0.8095646496914188
AT1G12900	AT2G06520	0.8095517319257829
AT1G69070	AT3G49990	0.8095420599335088
AT1G72370	AT5G19510	0.8095325472799462
AT1G02150	AT3G44890	0.8095155968576258
AT1G75950	AT3G45460	0.8095036878643781
AT1G13160	AT2G18900	0.8094817380398908
AT1G08520	AT2G33800	0.8094223612730137
AT1G63810	AT4G02400	0.8093851241535078
AT1G20920	AT3G62310	0.8093334013609433
AT1G33980	AT4G03430	0.8093190940920206
AT1G25260	AT3G04770	0.809308217563714
AT1G31970	AT3G21540	0.8092853272385092
AT1G15810	AT3G28900	0.809280825588123
AT1G33390	AT2G47420	0.8092725141286333
AT1G69070	AT2G34570	0.8092584844326514
AT1G59580	AT5G19010	0.8091975682592809
AT1G76300	AT2G18510	0.8091588155752472
AT1G68830	AT4G22890	0.8091055190759034
AT1G51950	AT5G43700	0.8090889279556409
AT1G69620	AT1G72370	0.8090747449689537
AT1G51380	AT2G30000	0.8090593204099956
AT1G03360	AT3G13940	0.8090490108201279
AT1G63780	AT2G40360	0.809010579430211
AT1G77840	AT5G35680	0.8089895490468832
AT1G56190	AT3G56910	0.8089821845850172
AT1G78650	AT5G59180	0.8089658300082412
AT2G01950	AT5G16590	0.8089648277164138
AT1G33390	AT5G55920	0.808964472742743
AT1G18410	AT3G44730	0.80896177236027
AT1G78050	AT3G58570	0.808956702277208
AT1G07070	AT2G43640	0.8089508096449677
AT1G06380	AT2G43650	0.8089381546750624
AT1G18880	AT4G36250	0.8089211805546914
AT4G21380	AT5G65280	0.808887923280017
AT1G42440	AT5G61330	0.808870042944017
AT5G54160	AT5G65430	0.8088586800570292
AT1G20340	AT1G44575	0.8088584772396915
AT1G75350	AT4G34620	0.8088507529953672
AT1G12550	AT2G13360	0.8087985795213752
AT1G31970	AT2G40700	0.8087964932645001
AT1G61520	AT2G21330	0.8087688861181156
AT1G04170	AT3G09200	0.8087553344866952
AT1G52220	AT1G55480	0.8087405912251997
AT1G20340	AT3G47470	0.8087272067660134
AT1G50920	AT3G12860	0.8086807304937899
AT1G08380	AT1G76100	0.808674492309575
AT1G13160	AT1G75200	0.8086722430768337
AT1G16470	AT1G47220	0.8086671269801271
AT1G04480	AT3G49010	0.8086595144149004
AT1G61520	AT3G26650	0.8086589321020075
AT1G77440	AT4G10090	0.808651903450961
AT1G07070	AT2G27700	0.8086458982015494
AT1G77490	AT2G25080	0.8086239541539884
AT1G01080	AT5G47190	0.8086086601499259
AT1G34030	AT3G05590	0.8085921363356472
AT1G16470	AT3G09440	0.8085787542755222
AT1G35680	AT4G34700	0.8085515668946125
AT1G52230	AT4G03280	0.8085497259981497
AT1G19020	AT3G11820	0.8085253387605281
AT1G62850	ATMG01270	0.8085000463903993
AT1G10580	AT5G51410	0.8084394573723147
AT1G75350	AT4G25050	0.8084350940057852
AT1G32470	AT5G17170	0.8084338015153284
AT1G54780	AT3G54210	0.8084292582146068
AT1G29250	AT3G56070	0.8083518156184514
AT2G30070	AT5G47100	0.8083097236355137
AT1G75270	AT1G78340	0.8082921556848425
AT1G48630	AT3G06700	0.8082809803241395
AT2G44080	AT3G60600	0.8082795923433483
AT1G77180	AT2G13540	0.8082517104460808
AT1G32060	AT1G64680	0.8082245437687672
AT1G22920	AT1G75950	0.8082091618507596
AT1G16280	AT1G52980	0.8081654973831841
AT1G17690	AT2G44510	0.8081490193443992
AT1G63780	AT5G11240	0.8081462515872777
AT1G63160	AT5G17360	0.8081378306646427
AT4G29040	AT4G38630	0.8081291434113365
AT1G55020	AT5G54510	0.8081000325732477
AT1G20340	AT3G56940	0.8080887523223318
AT1G18070	AT3G56150	0.8080833184047281
AT1G02500	AT3G10160	0.808074604457132
AT1G71230	AT5G45620	0.8080599489503827
AT1G16080	AT4G10300	0.8080477360914872
AT3G60600	AT5G53560	0.8080385506664957
AT1G61580	AT3G11830	0.8079670117722075
AT1G11660	AT5G20890	0.8079623991925143
AT1G05520	AT3G24350	0.8079599827798104
AT1G17130	AT5G28740	0.8079513263968189
AT1G20340	AT4G28750	0.8079372604210394
AT1G70760	AT3G23700	0.80789473425124
AT1G03130	AT3G16140	0.8078780247273902
AT1G65230	AT4G22890	0.8078419773407333
AT1G31330	AT1G32060	0.8078229019833777
AT1G07070	AT3G55620	0.8077926110234522
AT1G05190	AT1G07320	0.8077844403138239
AT4G24190	AT5G26980	0.8077748370653269
AT1G15420	AT4G07410	0.8077370188601142
AT1G78630	AT5G54600	0.8077344523245927
AT1G17690	AT3G01160	0.8077191889413571
AT1G13160	AT3G55510	0.8076999265437735
AT1G15700	AT5G67590	0.8076913574444541
AT1G24490	AT5G02500	0.8076827768896233
AT1G20960	AT3G26560	0.8076553424715138
AT1G32920	AT4G29780	0.8076535745816684
AT1G76200	AT5G47570	0.8076166991255388
AT1G03360	AT1G15440	0.8076076995437178
AT1G61520	AT5G01530	0.8075942574152054
AT1G03760	AT4G37120	0.8075476455171571
AT1G14150	AT1G32470	0.8075456545049814
AT1G16350	AT1G50460	0.8075228045997809
AT1G16740	AT1G25260	0.8075024193276518
AT1G63660	AT5G14520	0.8074870313164126
AT4G26840	AT4G29130	0.8074304554558388
AT1G62850	AT2G07696	0.8074177533340802
AT1G55370	AT4G19100	0.8073886667303805
AT1G29150	AT2G36170	0.8073827874224759
AT1G18070	AT2G39390	0.8073797643829724
AT1G74710	AT3G48090	0.8073743075699413
AT1G20630	AT2G19860	0.8073717669396252
AT1G23400	AT5G16180	0.8073586888056096
AT1G10490	AT2G32415	0.8073568193856151
AT1G42440	AT5G41190	0.8073393199141938
AT5G03240	AT5G54190	0.807323902972131
AT1G50490	AT5G13840	0.8073020731202748
AT1G64880	AT5G38720	0.8073000383085818
AT1G18640	AT3G61440	0.8072763485133094
AT1G34030	AT5G07090	0.8072427392815041
AT1G32060	AT1G56190	0.807228011124283
AT1G02870	AT1G50920	0.8072274949112708
AT1G74900	AT3G01370	0.8072180088799629
AT1G15310	AT5G59240	0.8071920042697026
AT3G05360	AT4G23010	0.8071766499376656
AT1G34510	AT3G49960	0.8071524367634452
AT1G08380	AT3G50820	0.8071166995795945
AT1G14810	AT4G19710	0.8071084536430752
AT1G63780	AT3G25940	0.8070922867279591
AT1G07430	AT4G01026	0.8070836310625014
AT1G31660	AT3G62310	0.8070699232028749
AT1G25260	AT5G60990	0.8070453895252999
AT1G72440	AT4G28200	0.8070357754357774
AT1G34030	AT3G53740	0.8070114734047605
AT1G04770	AT4G21990	0.8069927813418215
AT1G20050	AT5G50375	0.8069788026116269
AT1G72320	AT4G28450	0.8069684922790208
AT1G77760	AT5G60410	0.8069542069971863
AT1G34030	AT3G60540	0.8069533115046045
AT1G06720	AT5G08600	0.8069443882717646
AT1G02830	AT2G45710	0.8069310332075114
AT1G18080	AT3G07110	0.8068821448724723
AT1G75690	AT4G19100	0.8068659775906418
AT1G02130	AT1G16920	0.8068449799863608
AT1G43190	AT3G04680	0.806843898963457
AT1G13280	AT2G06050	0.806834856628904
AT1G08380	AT3G08940	0.8068174752965324
AT1G32900	AT4G11980	0.8067650534107947
AT1G72440	AT4G25730	0.8067300960062327
AT1G55350	AT4G35090	0.8067242687389461
AT1G72370	AT3G04400	0.8066982591749966
AT1G62410	AT3G51190	0.8066551603337713
AT1G50920	AT3G12270	0.8066529180278007
AT1G59830	AT5G03240	0.8066405322972109
AT1G59540	AT1G79990	0.8065935016448788
AT1G65930	AT2G36460	0.8065893845856051
AT1G06560	AT5G45140	0.8065577557182801
AT1G15050	AT5G25890	0.806551442635485
AT1G56410	AT3G25960	0.8065465696459644
AT1G26450	AT1G26520	0.8065101212075994
AT1G18080	AT5G67510	0.8064891910847072
AT1G63780	AT4G22380	0.8064792839715652
AT1G20010	AT3G10300	0.8064533218925248
AT1G33390	AT3G46210	0.8064399851512741
AT1G13250	AT5G16030	0.8064319323420065
AT1G73150	AT3G57870	0.8063794252691301
AT1G08380	AT3G16140	0.8063572113866899
AT1G48030	AT3G25860	0.8063165847408025
AT1G47210	AT5G22920	0.8062768302273536
AT1G29070	AT1G74970	0.8062695247036711
AT1G50920	AT2G40700	0.8062232536739022
AT1G04520	AT1G74880	0.8062198306130866
AT1G35680	AT3G13120	0.8062066081817284
AT1G15570	AT5G18650	0.8061974302103031
AT1G06380	AT4G16630	0.8061625130456203
AT1G09760	AT4G03120	0.8061362298137783
AT1G10580	AT5G56130	0.8061100689583238
AT1G36160	AT5G48630	0.8060858942751699
AT1G07890	AT1G18080	0.8060768050389738
AT1G59790	AT3G42830	0.8060762349470515
AT1G01940	AT4G25020	0.8060677099646832
AT1G77030	AT2G40700	0.8060540478963758
AT1G64550	AT2G21440	0.8060360501724152
AT1G10070	AT4G33150	0.8060190531821652
AT1G25260	AT2G40430	0.8059877201877585
AT1G21160	AT3G60245	0.8059821105717476
AT1G61570	AT5G50810	0.8059620216026041
AT1G48050	AT4G22570	0.805959394280403
AT1G13160	AT2G21440	0.805954863096392
AT1G56340	AT1G61790	0.8059354672128367
AT2G21870	AT4G26840	0.8058809248052284
AT1G18640	AT4G02610	0.8058619502049803
AT1G42440	AT1G77030	0.8058457921647971
